"url","Label image","Label image_alt","Label image_link","Name link","Name link_link","Style value","Abv value","Ibu value","Num value 1","Raters value","Date value","Add link","Add link_link"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-49998_ef2db_sm.jpeg","","https://untappd.com/b/big-rock-brewery-dunkelweizen/49998","Dunkelweizen","https://untappd.com/b/big-rock-brewery-dunkelweizen/49998","Dunkelweizen","5% ABV","N/A IBU","(3.45)","1,591 Ratings","Added 05/13/11","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/big-rock-brewery-rock-creek-dry-cider/46522","Rock Creek Dry Cider","https://untappd.com/b/big-rock-brewery-rock-creek-dry-cider/46522","Cider","5.5% ABV","N/A IBU","(3.34)","1,341 Ratings","Added 04/26/11","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-38203_6bf10_sm.jpeg","","https://untappd.com/b/big-rock-brewery-honey-brown-lager/38203","Honey Brown Lager","https://untappd.com/b/big-rock-brewery-honey-brown-lager/38203","Lager - American Amber / Red","5% ABV","N/A IBU","(3.29)","1,403 Ratings","Added 03/18/11","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/big-rock-brewery-winter-spice-ale/881009","Winter Spice Ale","https://untappd.com/b/big-rock-brewery-winter-spice-ale/881009","Winter Warmer","6% ABV","N/A IBU","(3.51)","1,246 Ratings","Added 11/17/14","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-118527_6f9cb_sm.jpeg","","https://untappd.com/b/big-rock-brewery-alberta-genuine-draft/118527","Alberta Genuine Draft","https://untappd.com/b/big-rock-brewery-alberta-genuine-draft/118527","Lager - American Light","5% ABV","N/A IBU","(2.62)","1,157 Ratings","Added 01/10/12","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/big-rock-brewery-dead-reckoning-royal-ipa/690265","Dead Reckoning Royal IPA","https://untappd.com/b/big-rock-brewery-dead-reckoning-royal-ipa/690265","IPA - English","7.5% ABV","73 IBU","(3.31)","1,335 Ratings","Added 05/23/14","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1020043_4b96c_sm.jpeg","","https://untappd.com/b/big-rock-brewery-the-great-cherry-farini/1020043","The Great Cherry Farini","https://untappd.com/b/big-rock-brewery-the-great-cherry-farini/1020043","Fruit Beer","5.5% ABV","N/A IBU","(3.08)","1,219 Ratings","Added 03/22/15","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1013936_45c7f_sm.jpeg","","https://untappd.com/b/big-rock-brewery-mosaic-lager/1013936","Mosaic Lager","https://untappd.com/b/big-rock-brewery-mosaic-lager/1013936","Lager - IPL (India Pale Lager)","5.5% ABV","70 IBU","(3.3)","1,070 Ratings","Added 03/17/15","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-833437_aab84_sm.jpeg","","https://untappd.com/b/big-rock-brewery-abandoned-abbey/833437","Abandoned Abbey","https://untappd.com/b/big-rock-brewery-abandoned-abbey/833437","Belgian Strong Dark Ale","9.2% ABV","28 IBU","(3.5)","983 Ratings","Added 10/04/14","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/big-rock-brewery-hibernation-strong-ale/491199","Hibernation Strong Ale","https://untappd.com/b/big-rock-brewery-hibernation-strong-ale/491199","Brown Ale - English","6% ABV","18 IBU","(3.47)","844 Ratings","Added 10/30/13","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-64171_e3d5e_sm.jpeg","","https://untappd.com/b/big-rock-brewery-mcnally-s-extra/64171","McNally's Extra","https://untappd.com/b/big-rock-brewery-mcnally-s-extra/64171","Red Ale - Irish","7% ABV","N/A IBU","(3.44)","642 Ratings","Added 07/13/11","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-802572_78959_sm.jpeg","","https://untappd.com/b/big-rock-brewery-the-cascadian/802572","The Cascadian","https://untappd.com/b/big-rock-brewery-the-cascadian/802572","Brown Ale - American","6.1% ABV","N/A IBU","(3.42)","731 Ratings","Added 09/06/14","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/big-rock-brewery-smoked-roggenbier/1257969","Smoked Roggenbier","https://untappd.com/b/big-rock-brewery-smoked-roggenbier/1257969","Roggenbier","5.5% ABV","26 IBU","(3.31)","672 Ratings","Added 10/02/15","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-828115_85d96_sm.jpeg","","https://untappd.com/b/big-rock-brewery-steel-cut-oatmeal-raisin-stout/828115","Steel Cut Oatmeal Raisin Stout","https://untappd.com/b/big-rock-brewery-steel-cut-oatmeal-raisin-stout/828115","Stout - Oatmeal","5.5% ABV","45 IBU","(3.4)","607 Ratings","Added 09/28/14","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/BigRockBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1049087_92519_sm.jpeg","","https://untappd.com/b/big-rock-urban-brewery-hollow-tree-red-ale/1049087","Hollow Tree Red Ale","https://untappd.com/b/big-rock-urban-brewery-hollow-tree-red-ale/1049087","Red Ale - American Amber / Red","5.8% ABV","55 IBU","(3.38)","632 Ratings","Added 04/15/15","Add","https://untappd.com/login?go_to=https://untappd.com//BigRockBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-_119190_c5896104418cfab3d38157f474e2.jpeg","","https://untappd.com/b/village-brewery-blacksmith/119190","Blacksmith","https://untappd.com/b/village-brewery-blacksmith/119190","Dark Ale","5.4% ABV","33 IBU","(3.73)","2,927 Ratings","Added 01/12/12","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-_114821_05846a8a3b92e0273985c9fe7899.jpeg","","https://untappd.com/b/village-brewery-blonde/114821","Blonde","https://untappd.com/b/village-brewery-blonde/114821","Blonde Ale","4.5% ABV","15 IBU","(3.37)","2,001 Ratings","Added 12/30/11","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-_168751_c661ae31a7089246472dc0813ad5.jpeg","","https://untappd.com/b/village-brewery-wit/168751","Wit","https://untappd.com/b/village-brewery-wit/168751","Witbier","4.5% ABV","13 IBU","(3.54)","1,906 Ratings","Added 05/05/12","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-656779_e7856_sm.jpeg","","https://untappd.com/b/village-brewery-maiden/656779","Maiden","https://untappd.com/b/village-brewery-maiden/656779","IPA - Session / India Session Ale","4.6% ABV","33 IBU","(3.56)","1,745 Ratings","Added 04/22/14","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1485973_d7640_sm.jpeg","","https://untappd.com/b/village-brewery-squeeze/1485973","Squeeze","https://untappd.com/b/village-brewery-squeeze/1485973","Fruit Beer","4.8% ABV","12 IBU","(3.44)","856 Ratings","Added 03/27/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1250736_1ea00_sm.jpeg","","https://untappd.com/b/village-brewery-woodsman/1250736","Woodsman","https://untappd.com/b/village-brewery-woodsman/1250736","Red Ale - American Amber / Red","5.3% ABV","30 IBU","(3.54)","772 Ratings","Added 09/25/15","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-267488_660b2_sm.jpeg","","https://untappd.com/b/village-brewery-monk/267488","Monk","https://untappd.com/b/village-brewery-monk/267488","Porter - Other","6.2% ABV","23 IBU","(3.65)","729 Ratings","Added 11/22/12","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-641207_ab10d_sm.jpeg","","https://untappd.com/b/village-brewery-holy-grale/641207","Holy Grale","https://untappd.com/b/village-brewery-holy-grale/641207","Lager - American Amber / Red","5% ABV","20 IBU","(3.44)","270 Ratings","Added 04/06/14","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1423421_044a0_sm.jpeg","","https://untappd.com/b/village-brewery-friend/1423421","Friend","https://untappd.com/b/village-brewery-friend/1423421","Porter - Baltic","10% ABV","40 IBU","(3.84)","257 Ratings","Added 02/10/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-340253_cf3d5_sm.jpeg","","https://untappd.com/b/village-brewery-barnacle/340253","Barnacle","https://untappd.com/b/village-brewery-barnacle/340253","Pilsner - Other","5% ABV","12 IBU","(3.17)","115 Ratings","Added 04/05/13","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-1661488_7abb2_sm.jpeg","","https://untappd.com/b/village-brewery-rancher/1661488","Rancher","https://untappd.com/b/village-brewery-rancher/1661488","Saison / Farmhouse Ale","5.5% ABV","21 IBU","(3.66)","127 Ratings","Added 07/25/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-black-smith-alberta-black-ale/1620696","Black Smith Alberta Black Ale","https://untappd.com/b/village-brewery-black-smith-alberta-black-ale/1620696","IPA - Black / Cascadian Dark Ale","5.4% ABV","N/A IBU","(3.55)","15 Ratings","Added 06/26/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-szechuan-belgian-blonde/1520509","Szechuan Belgian Blonde","https://untappd.com/b/village-brewery-szechuan-belgian-blonde/1520509","Blonde Ale - Belgian Blonde / Golden","4.4% ABV","N/A IBU","(3.75)","11 Ratings","Added 04/22/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-fresh-citrus-squeeze/1603049","Fresh Citrus Squeeze","https://untappd.com/b/village-brewery-fresh-citrus-squeeze/1603049","Golden Ale","N/A ABV","N/A IBU","(N/A)","9 Ratings","Added 06/16/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-chocolate-cherry-blonde/1681366","Chocolate Cherry Blonde","https://untappd.com/b/village-brewery-chocolate-cherry-blonde/1681366","Blonde Ale","4.5% ABV","N/A IBU","(N/A)","7 Ratings","Added 08/07/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/beer_logos/beer-_454278_sm_fb6ee52271b0500125279fb720816e.jpeg","","https://untappd.com/b/village-brewery-el-sirocco/454278","El Sirocco","https://untappd.com/b/village-brewery-el-sirocco/454278","Blonde Ale","5.4% ABV","15 IBU","(N/A)","5 Ratings","Added 09/14/13","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-summer-fling/1592626","Summer Fling","https://untappd.com/b/village-brewery-summer-fling/1592626","Fruit Beer","4.8% ABV","12 IBU","(N/A)","5 Ratings","Added 06/08/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-lemon-dill-blonde/1542881","Lemon Dill Blonde","https://untappd.com/b/village-brewery-lemon-dill-blonde/1542881","Blonde Ale","N/A ABV","N/A IBU","(N/A)","4 Ratings","Added 05/06/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-purple-rain/1543420","Purple Rain","https://untappd.com/b/village-brewery-purple-rain/1543420","Other","N/A ABV","N/A IBU","(N/A)","5 Ratings","Added 05/07/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-blacksmith-black-ipa/1651716","Blacksmith Black Ipa","https://untappd.com/b/village-brewery-blacksmith-black-ipa/1651716","IPA - Black / Cascadian Dark Ale","5.4% ABV","N/A IBU","(N/A)","1 Rating","Added 07/18/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-old-fashioned-cask/1545358","Old Fashioned Cask","https://untappd.com/b/village-brewery-old-fashioned-cask/1545358","Red Ale - American Amber / Red","N/A ABV","N/A IBU","(N/A)","2 Ratings","Added 05/07/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-father-west-coast-ipa/1620938","Father West Coast IPA","https://untappd.com/b/village-brewery-father-west-coast-ipa/1620938","IPA - American","7.2% ABV","N/A IBU","(N/A)","1 Rating","Added 06/27/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-mango-basil-wit/1705073","Mango Basil Wit","https://untappd.com/b/village-brewery-mango-basil-wit/1705073","Witbier","N/A ABV","N/A IBU","(N/A)","1 Rating","Added 08/26/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/VillageBrewery/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/village-brewery-no-bull/1706806","No Bull","https://untappd.com/b/village-brewery-no-bull/1706806","Pale Wheat Ale - American","N/A ABV","N/A IBU","(N/A)","1 Rating","Added 08/27/16","Add","https://untappd.com/login?go_to=https://untappd.com//VillageBrewery/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-817721_98ed5_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-the-dandy-in-the-underworld/817721","Dandy In The Underworld Oyster Stout","https://untappd.com/b/the-dandy-brewing-company-the-dandy-in-the-underworld/817721","Stout - Oyster","5% ABV","N/A IBU","(3.71)","909 Ratings","Added 09/20/14","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-819035_7762d_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-golden-brown-dandy/819035","Golden Brown Dandy","https://untappd.com/b/the-dandy-brewing-company-golden-brown-dandy/819035","Pale Ale - English","6% ABV","N/A IBU","(3.61)","708 Ratings","Added 09/21/14","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-1069276_ad707_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-bright-young-things-english-summer-ale/1069276","Bright Young Things: English Summer Ale","https://untappd.com/b/the-dandy-brewing-company-bright-young-things-english-summer-ale/1069276","Blonde Ale","5% ABV","N/A IBU","(3.62)","562 Ratings","Added 05/02/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-1398279_fad24_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-not-looking-for-a-new-england/1398279","Not Looking For A New England","https://untappd.com/b/the-dandy-brewing-company-not-looking-for-a-new-england/1398279","IPA - English","6.5% ABV","N/A IBU","(3.75)","408 Ratings","Added 01/22/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-1293672_282af_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-the-tailor-retailored/1293672","The Tailor Retailored","https://untappd.com/b/the-dandy-brewing-company-the-tailor-retailored/1293672","Scotch Ale / Wee Heavy","8% ABV","N/A IBU","(3.75)","303 Ratings","Added 10/30/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-une-vielle-maitresse/1408016","Une Vielle Maitresse","https://untappd.com/b/the-dandy-brewing-company-une-vielle-maitresse/1408016","Saison / Farmhouse Ale","3.5% ABV","15 IBU","(3.73)","201 Ratings","Added 01/30/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-t2e-ipa/1257538","T2E-IPA","https://untappd.com/b/the-dandy-brewing-company-t2e-ipa/1257538","IPA - American","7.5% ABV","65 IBU","(3.97)","186 Ratings","Added 10/01/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/beer_logos/beer-1043592_c215c_sm.jpeg","","https://untappd.com/b/the-dandy-brewing-company-smoke-boss/1043592","Smoke Boss","https://untappd.com/b/the-dandy-brewing-company-smoke-boss/1043592","Rauchbier","5.5% ABV","N/A IBU","(3.63)","218 Ratings","Added 04/11/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-brels-brun/1466003","Brels Brun","https://untappd.com/b/the-dandy-brewing-company-brels-brun/1466003","Belgian Strong Dark Ale","9.5% ABV","N/A IBU","(4.04)","110 Ratings","Added 03/13/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-elliot-gould-as-trapper-john-fusion-hopped-extra-pale-ale/1543134","Elliot Gould as Trapper John: Fusion Hopped Extra Pale Ale","https://untappd.com/b/the-dandy-brewing-company-elliot-gould-as-trapper-john-fusion-hopped-extra-pale-ale/1543134","Pale Ale - English","5% ABV","N/A IBU","(3.53)","111 Ratings","Added 05/06/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-dandy-edition-part-time-punks/1419110","Dandy Edition: Part Time Punks","https://untappd.com/b/the-dandy-brewing-company-dandy-edition-part-time-punks/1419110","Sour Ale","5% ABV","N/A IBU","(3.95)","109 Ratings","Added 02/06/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-the-dandy/1532747","The Dandy","https://untappd.com/b/the-dandy-brewing-company-the-dandy/1532747","Sour Ale","4.6% ABV","N/A IBU","(4.03)","95 Ratings","Added 04/30/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-donald-sutherland-as-hawkeye-pierce-jester-hopped-extra-pale-ale/1542897","Donald Sutherland as Hawkeye Pierce: Jester Hopped Extra Pale Ale","https://untappd.com/b/the-dandy-brewing-company-donald-sutherland-as-hawkeye-pierce-jester-hopped-extra-pale-ale/1542897","Pale Ale - American","5% ABV","N/A IBU","(3.9)","109 Ratings","Added 05/06/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/dandy-the-jungle-bird/1438103","The Jungle Bird","https://untappd.com/b/dandy-the-jungle-bird/1438103","Sour Ale","5% ABV","N/A IBU","(3.79)","101 Ratings","Added 02/21/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-summertime-and-the-living-s-easy/1623633","Summertime (and the Living's Easy)","https://untappd.com/b/the-dandy-brewing-company-summertime-and-the-living-s-easy/1623633","Sour Ale","7.5% ABV","N/A IBU","(4.04)","101 Ratings","Added 06/29/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-prince-of-the-rodeo/1637489","Prince of the Rodeo","https://untappd.com/b/the-dandy-brewing-company-prince-of-the-rodeo/1637489","Sour Ale","4% ABV","N/A IBU","(3.83)","96 Ratings","Added 07/09/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-the-honourable-gwendolen-fairfax/1454199","The Honourable Gwendolen Fairfax","https://untappd.com/b/the-dandy-brewing-company-the-honourable-gwendolen-fairfax/1454199","Stout - Irish Dry","4.5% ABV","N/A IBU","(3.99)","87 Ratings","Added 03/05/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-the-julia/1321376","The Julia","https://untappd.com/b/the-dandy-brewing-company-the-julia/1321376","Sour Ale","6.5% ABV","N/A IBU","(4.01)","60 Ratings","Added 11/21/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-raspberry-hibiscus-gose/1507006","Raspberry Hibiscus Gose","https://untappd.com/b/the-dandy-brewing-company-raspberry-hibiscus-gose/1507006","Gose","N/A ABV","N/A IBU","(3.91)","63 Ratings","Added 04/11/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-mein-liebster-feind/1613844","Mein Liebster Feind","https://untappd.com/b/the-dandy-brewing-company-mein-liebster-feind/1613844","Hefeweizen","6.5% ABV","N/A IBU","(3.83)","62 Ratings","Added 06/23/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-black-isa-collab/1530633","Black ISA Collab","https://untappd.com/b/the-dandy-brewing-company-black-isa-collab/1530633","IPA - Session / India Session Ale","4.2% ABV","40 IBU","(3.97)","62 Ratings","Added 04/28/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-phil-paul/1669040","Phil Paul","https://untappd.com/b/the-dandy-brewing-company-phil-paul/1669040","Pale Ale - American","6.2% ABV","N/A IBU","(3.96)","57 Ratings","Added 07/30/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-dandy-edition-oud-byron-sour-brown-ale/1069274","Dandy Edition: Oud Byron Sour Brown Ale","https://untappd.com/b/the-dandy-brewing-company-dandy-edition-oud-byron-sour-brown-ale/1069274","Sour Ale","6.04% ABV","N/A IBU","(3.78)","50 Ratings","Added 05/02/15","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
"https://untappd.com/DandyAlesyyc/beer","https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png","","https://untappd.com/b/the-dandy-brewing-company-cheeky-chappie/1415646","Cheeky Chappie","https://untappd.com/b/the-dandy-brewing-company-cheeky-chappie/1415646","English Mild Ale","5% ABV","N/A IBU","(3.81)","51 Ratings","Added 02/05/16","Add","https://untappd.com/login?go_to=https://untappd.com//DandyAlesyyc/beer"
